airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Air India,delhi,cochin,765,1,no info,20,40,3,6,2019,"('delhi', 'cochin')",7480
Indigo,delhi,cochin,345,1,no info,2,0,9,6,2019,"('delhi', 'cochin')",6386
Jet Airways,kolkata,banglore,980,1,in-flight meal not included,16,55,24,3,2019,"('kolkata', 'banglore')",11134
Air India,delhi,cochin,1380,2,no info,20,15,9,5,2019,"('delhi', 'cochin')",13591
Multiple Carriers,delhi,cochin,755,1,no info,6,40,27,5,2019,"('delhi', 'cochin')",8837
Air India,delhi,cochin,1210,2,no info,13,15,9,3,2019,"('delhi', 'cochin')",11622
Air India,kolkata,banglore,745,1,no info,20,30,9,5,2019,"('kolkata', 'banglore')",10203
Air India,banglore,delhi,165,0,no info,17,0,1,6,2019,"('banglore', 'delhi')",7171
Air India,delhi,cochin,555,1,no info,10,0,21,5,2019,"('delhi', 'cochin')",8372
Air India,delhi,cochin,1820,2,no info,12,55,18,5,2019,"('delhi', 'cochin')",13696
Air Asia,delhi,cochin,865,1,no info,16,45,27,4,2019,"('delhi', 'cochin')",6451
Vistara,banglore,delhi,165,0,no info,19,30,18,5,2019,"('banglore', 'delhi')",4878
Air India,delhi,cochin,435,2,no info,12,0,27,5,2019,"('delhi', 'cochin')",9653
Multiple Carriers,delhi,cochin,570,1,no info,6,0,21,3,2019,"('delhi', 'cochin')",11269
Air India,banglore,new delhi,2420,2,no info,5,50,3,3,2019,"('banglore', 'new delhi')",11791
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,15,5,2019,"('banglore', 'delhi')",4030
Jet Airways,kolkata,banglore,475,1,no info,8,25,18,5,2019,"('kolkata', 'banglore')",14781
Spicejet,chennai,kolkata,135,0,no info,8,20,21,5,2019,"('chennai', 'kolkata')",3597
Multiple Carriers,delhi,cochin,900,1,no info,6,0,21,5,2019,"('delhi', 'cochin')",7485
Air India,delhi,cochin,1105,2,no info,13,15,24,6,2019,"('delhi', 'cochin')",12497
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,3,5,2019,"('mumbai', 'hyderabad')",4995
Multiple Carriers,delhi,cochin,690,1,no info,7,30,15,6,2019,"('delhi', 'cochin')",10877
Jet Airways,kolkata,banglore,740,1,in-flight meal not included,8,25,12,6,2019,"('kolkata', 'banglore')",9899
Jet Airways,kolkata,banglore,735,1,in-flight meal not included,8,25,24,3,2019,"('kolkata', 'banglore')",11134
Multiple Carriers,delhi,cochin,555,1,no info,10,0,12,6,2019,"('delhi', 'cochin')",14848
Jet Airways,delhi,cochin,1010,1,in-flight meal not included,19,45,15,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,575,1,in-flight meal not included,16,0,9,3,2019,"('delhi', 'cochin')",14086
Indigo,banglore,new delhi,175,0,no info,7,10,21,3,2019,"('banglore', 'new delhi')",6860
Indigo,mumbai,hyderabad,90,0,no info,2,35,3,5,2019,"('mumbai', 'hyderabad')",2754
Jet Airways,delhi,cochin,1145,1,in-flight meal not included,17,30,18,5,2019,"('delhi', 'cochin')",12373
Air India,mumbai,hyderabad,1440,1,no info,9,15,6,3,2019,"('mumbai', 'hyderabad')",9535
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,19,45,15,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1025,2,no info,19,30,18,5,2019,"('delhi', 'cochin')",13014
Air India,delhi,cochin,435,2,no info,12,0,27,3,2019,"('delhi', 'cochin')",10493
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,21,3,2019,"('mumbai', 'hyderabad')",5678
Jet Airways,delhi,cochin,715,1,no info,7,5,27,5,2019,"('delhi', 'cochin')",16289
Multiple Carriers,delhi,cochin,780,1,no info,8,0,24,6,2019,"('delhi', 'cochin')",7618
Indigo,delhi,cochin,305,1,no info,23,30,24,6,2019,"('delhi', 'cochin')",9165
Jet Airways,delhi,cochin,1760,2,no info,23,5,27,5,2019,"('delhi', 'cochin')",16704
Air India,delhi,cochin,1580,2,no info,7,5,27,6,2019,"('delhi', 'cochin')",10975
Indigo,kolkata,banglore,290,1,no info,8,10,9,6,2019,"('kolkata', 'banglore')",5069
Vistara,banglore,new delhi,160,0,no info,19,40,24,3,2019,"('banglore', 'new delhi')",4563
Spicejet,banglore,new delhi,175,0,no info,9,35,21,3,2019,"('banglore', 'new delhi')",4945
Indigo,chennai,kolkata,140,0,no info,13,15,21,5,2019,"('chennai', 'kolkata')",3597
Multiple Carriers,delhi,cochin,850,2,in-flight meal not included,7,10,21,3,2019,"('delhi', 'cochin')",5935
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7,10,9,4,2019,"('banglore', 'delhi')",4544
Multiple Carriers,delhi,cochin,630,1,no info,15,0,1,6,2019,"('delhi', 'cochin')",13377
Spicejet,kolkata,banglore,155,0,no info,6,55,21,4,2019,"('kolkata', 'banglore')",4174
Air Asia,banglore,delhi,170,0,no info,4,55,1,5,2019,"('banglore', 'delhi')",4282
Jet Airways,banglore,delhi,185,0,no info,18,55,9,6,2019,"('banglore', 'delhi')",8016
Jet Airways,delhi,cochin,1325,1,in-flight meal not included,20,55,3,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1375,2,in-flight meal not included,5,30,18,5,2019,"('delhi', 'cochin')",13029
Multiple Carriers,delhi,cochin,675,1,no info,8,0,21,3,2019,"('delhi', 'cochin')",13378
Jet Airways,delhi,cochin,1260,1,no info,21,50,9,3,2019,"('delhi', 'cochin')",15764
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,1,5,2019,"('mumbai', 'hyderabad')",5678
Air Asia,delhi,cochin,340,1,no info,16,45,27,5,2019,"('delhi', 'cochin')",6752
Indigo,mumbai,hyderabad,90,0,no info,2,35,21,6,2019,"('mumbai', 'hyderabad')",2754
Spicejet,kolkata,banglore,150,0,no info,17,10,27,5,2019,"('kolkata', 'banglore')",3873
Multiple Carriers,delhi,cochin,570,1,no info,16,0,1,6,2019,"('delhi', 'cochin')",13377
Air India,delhi,cochin,1275,2,no info,22,0,27,6,2019,"('delhi', 'cochin')",10441
Spicejet,chennai,kolkata,135,0,no info,9,45,27,5,2019,"('chennai', 'kolkata')",3597
Vistara,banglore,delhi,170,0,no info,11,30,24,4,2019,"('banglore', 'delhi')",5403
Air India,banglore,new delhi,170,0,no info,13,20,9,3,2019,"('banglore', 'new delhi')",8851
Indigo,chennai,kolkata,145,0,no info,11,35,15,6,2019,"('chennai', 'kolkata')",3858
Air India,delhi,cochin,1535,1,no info,5,15,24,6,2019,"('delhi', 'cochin')",6587
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,9,5,2019,"('banglore', 'delhi')",3702
Multiple Carriers,delhi,cochin,860,1,no info,4,55,12,6,2019,"('delhi', 'cochin')",7155
Jet Airways,mumbai,hyderabad,85,0,no info,7,10,6,3,2019,"('mumbai', 'hyderabad')",9536
Air India,banglore,new delhi,895,1,no info,8,15,21,3,2019,"('banglore', 'new delhi')",4943
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,8,45,21,6,2019,"('mumbai', 'hyderabad')",4995
Multiple Carriers,delhi,cochin,455,1,no info,11,40,1,6,2019,"('delhi', 'cochin')",10261
Jet Airways,delhi,cochin,365,1,in-flight meal not included,22,20,6,3,2019,"('delhi', 'cochin')",12583
Jet Airways,delhi,cochin,1595,1,in-flight meal not included,10,0,1,4,2019,"('delhi', 'cochin')",5406
Spicejet,chennai,kolkata,135,0,no check-in baggage included,9,45,9,5,2019,"('chennai', 'kolkata')",3543
Air India,kolkata,banglore,1385,2,no info,9,50,21,5,2019,"('kolkata', 'banglore')",14960
Vistara,banglore,delhi,160,0,no info,7,0,24,5,2019,"('banglore', 'delhi')",4668
Multiple Carriers,delhi,cochin,910,1,no info,3,50,15,5,2019,"('delhi', 'cochin')",10197
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,21,4,2019,"('banglore', 'delhi')",4544
Air India,delhi,cochin,1210,2,no info,13,15,3,6,2019,"('delhi', 'cochin')",10467
Air India,delhi,cochin,1490,2,no info,6,50,6,3,2019,"('delhi', 'cochin')",20416
Vistara,delhi,cochin,190,0,no info,6,0,27,6,2019,"('delhi', 'cochin')",6216
Jet Airways,delhi,cochin,1375,2,no info,5,30,1,5,2019,"('delhi', 'cochin')",15129
Multiple Carriers,delhi,cochin,930,1,no info,10,0,1,6,2019,"('delhi', 'cochin')",7198
Spicejet,chennai,kolkata,135,0,no check-in baggage included,8,20,18,5,2019,"('chennai', 'kolkata')",3543
Multiple Carriers,delhi,cochin,440,1,no info,11,30,21,3,2019,"('delhi', 'cochin')",11622
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,27,4,2019,"('banglore', 'delhi')",4319
Jet Airways,banglore,new delhi,780,1,no info,21,25,6,3,2019,"('banglore', 'new delhi')",17261
Air India,delhi,cochin,1640,1,no info,6,5,6,6,2019,"('delhi', 'cochin')",7952
Indigo,delhi,cochin,195,0,no info,14,25,1,6,2019,"('delhi', 'cochin')",6015
Jet Airways,kolkata,banglore,345,1,in-flight meal not included,14,5,12,5,2019,"('kolkata', 'banglore')",10844
Indigo,banglore,new delhi,180,0,no info,8,30,24,3,2019,"('banglore', 'new delhi')",6144
Jet Airways,kolkata,banglore,870,1,no info,20,25,15,5,2019,"('kolkata', 'banglore')",14151
Spicejet,kolkata,banglore,155,0,no info,6,55,21,5,2019,"('kolkata', 'banglore')",3873
Indigo,banglore,new delhi,260,1,no info,16,15,18,3,2019,"('banglore', 'new delhi')",4437
Jet Airways,kolkata,banglore,800,1,no info,18,55,12,6,2019,"('kolkata', 'banglore')",13044
Jet Airways,delhi,cochin,1375,2,no info,5,30,24,6,2019,"('delhi', 'cochin')",13014
Vistara,kolkata,banglore,355,1,no info,17,0,9,6,2019,"('kolkata', 'banglore')",9187
Vistara,kolkata,banglore,1065,1,no info,17,0,6,5,2019,"('kolkata', 'banglore')",8662
Jet Airways,banglore,delhi,165,0,in-flight meal not included,6,0,6,5,2019,"('banglore', 'delhi')",5198
Air India,banglore,new delhi,240,1,no info,8,15,15,3,2019,"('banglore', 'new delhi')",5013
Vistara,banglore,delhi,155,0,no info,17,0,15,4,2019,"('banglore', 'delhi')",5613
Indigo,banglore,delhi,170,0,no info,0,25,27,6,2019,"('banglore', 'delhi')",3419
Indigo,delhi,cochin,965,1,no info,4,55,27,5,2019,"('delhi', 'cochin')",8784
Spicejet,mumbai,hyderabad,90,0,no info,5,45,3,6,2019,"('mumbai', 'hyderabad')",2753
Indigo,banglore,delhi,170,0,no info,22,10,9,4,2019,"('banglore', 'delhi')",3943
Air India,delhi,cochin,955,1,no info,17,40,3,6,2019,"('delhi', 'cochin')",7258
Spicejet,chennai,kolkata,135,0,no check-in baggage included,9,45,3,5,2019,"('chennai', 'kolkata')",3859
Jet Airways,delhi,cochin,940,1,no info,20,55,3,6,2019,"('delhi', 'cochin')",14714
Jet Airways,kolkata,banglore,1295,1,no info,20,25,12,6,2019,"('kolkata', 'banglore')",12692
Spicejet,kolkata,banglore,435,1,no info,11,15,9,6,2019,"('kolkata', 'banglore')",9946
Indigo,banglore,delhi,170,0,no info,10,10,21,4,2019,"('banglore', 'delhi')",4591
Indigo,kolkata,banglore,275,1,no info,11,30,9,4,2019,"('kolkata', 'banglore')",4966
Air India,kolkata,banglore,150,0,no info,14,15,6,5,2019,"('kolkata', 'banglore')",5510
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,3,4,2019,"('banglore', 'delhi')",3919
Air India,chennai,kolkata,135,0,no info,11,40,3,5,2019,"('chennai', 'kolkata')",4667
Jet Airways,kolkata,banglore,725,1,no info,21,10,24,3,2019,"('kolkata', 'banglore')",14231
Jet Airways,kolkata,banglore,425,1,no info,16,30,24,5,2019,"('kolkata', 'banglore')",14571
Goair,delhi,cochin,370,1,no info,7,25,27,5,2019,"('delhi', 'cochin')",6841
Spicejet,mumbai,hyderabad,90,0,no info,22,45,18,6,2019,"('mumbai', 'hyderabad')",2017
Jet Airways,delhi,cochin,1105,1,in-flight meal not included,10,0,9,5,2019,"('delhi', 'cochin')",12373
Multiple Carriers,delhi,cochin,780,1,no info,8,0,15,6,2019,"('delhi', 'cochin')",13587
Spicejet,delhi,cochin,295,1,no info,17,55,27,6,2019,"('delhi', 'cochin')",4957
Vistara,banglore,delhi,170,0,no info,21,0,1,6,2019,"('banglore', 'delhi')",4668
Indigo,kolkata,banglore,220,1,no info,19,35,9,6,2019,"('kolkata', 'banglore')",5276
Spicejet,kolkata,banglore,150,0,no check-in baggage included,9,0,21,3,2019,"('kolkata', 'banglore')",3815
Indigo,banglore,delhi,170,0,no info,10,10,6,5,2019,"('banglore', 'delhi')",3943
Air India,delhi,cochin,180,0,no info,14,10,27,5,2019,"('delhi', 'cochin')",6934
Indigo,delhi,cochin,515,1,no info,7,35,9,3,2019,"('delhi', 'cochin')",6674
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,18,15,1,6,2019,"('delhi', 'cochin')",10262
Indigo,delhi,cochin,940,1,no info,6,50,15,5,2019,"('delhi', 'cochin')",6442
Jet Airways,delhi,cochin,660,1,no info,8,0,9,5,2019,"('delhi', 'cochin')",15554
Multiple Carriers,delhi,cochin,480,1,no info,17,30,27,5,2019,"('delhi', 'cochin')",13377
Multiple Carriers,delhi,cochin,780,1,no info,8,0,12,6,2019,"('delhi', 'cochin')",13797
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,24,4,2019,"('kolkata', 'banglore')",3841
Indigo,delhi,cochin,575,1,no info,11,25,18,5,2019,"('delhi', 'cochin')",7191
Goair,banglore,new delhi,270,1,no info,15,45,15,3,2019,"('banglore', 'new delhi')",7657
Air India,delhi,cochin,875,1,no info,17,40,12,6,2019,"('delhi', 'cochin')",8991
Air India,delhi,cochin,1595,2,no info,16,40,6,6,2019,"('delhi', 'cochin')",9653
Indigo,mumbai,hyderabad,90,0,no info,21,20,1,6,2019,"('mumbai', 'hyderabad')",2227
Jet Airways,banglore,new delhi,965,1,1 long layover,16,55,1,3,2019,"('banglore', 'new delhi')",25735
Jet Airways,kolkata,banglore,890,1,in-flight meal not included,21,10,9,6,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1390,2,no info,13,25,24,6,2019,"('delhi', 'cochin')",12819
Vistara,banglore,new delhi,160,0,no info,7,0,15,3,2019,"('banglore', 'new delhi')",6138
Jet Airways,kolkata,banglore,730,1,no info,16,30,12,5,2019,"('kolkata', 'banglore')",14388
Indigo,banglore,delhi,170,0,no info,23,30,15,4,2019,"('banglore', 'delhi')",4591
Indigo,banglore,delhi,175,0,no info,7,10,12,6,2019,"('banglore', 'delhi')",4823
Jet Airways,kolkata,banglore,840,1,no info,9,35,24,5,2019,"('kolkata', 'banglore')",14151
Jet Airways,delhi,cochin,1025,2,in-flight meal not included,19,30,9,6,2019,"('delhi', 'cochin')",10368
Jet Airways,banglore,delhi,180,0,no info,19,50,6,5,2019,"('banglore', 'delhi')",7229
Multiple Carriers,delhi,cochin,765,1,no info,12,50,21,3,2019,"('delhi', 'cochin')",7695
Spicejet,mumbai,hyderabad,90,0,no info,5,45,15,6,2019,"('mumbai', 'hyderabad')",2753
Jet Airways,kolkata,banglore,1330,1,in-flight meal not included,6,30,6,6,2019,"('kolkata', 'banglore')",8586
Jet Airways,delhi,cochin,1760,2,no info,23,5,1,5,2019,"('delhi', 'cochin')",16704
Spicejet,delhi,cochin,315,1,no info,6,5,18,5,2019,"('delhi', 'cochin')",6297
Jet Airways,kolkata,banglore,1630,1,no info,20,25,12,5,2019,"('kolkata', 'banglore')",10953
Indigo,delhi,cochin,345,1,no info,2,0,27,5,2019,"('delhi', 'cochin')",6147
Indigo,mumbai,hyderabad,90,0,no info,9,10,1,5,2019,"('mumbai', 'hyderabad')",4575
Jet Airways,delhi,cochin,1165,1,in-flight meal not included,9,0,6,3,2019,"('delhi', 'cochin')",13843
Indigo,delhi,cochin,515,1,no info,4,45,21,3,2019,"('delhi', 'cochin')",7738
Vistara,chennai,kolkata,135,0,no info,7,5,6,5,2019,"('chennai', 'kolkata')",3687
Air India,delhi,cochin,2185,2,no info,6,50,21,3,2019,"('delhi', 'cochin')",10756
Jet Airways,banglore,new delhi,845,1,no info,8,55,6,3,2019,"('banglore', 'new delhi')",16736
Spicejet,banglore,delhi,170,0,no info,9,30,27,5,2019,"('banglore', 'delhi')",3625
Air Asia,banglore,delhi,170,0,no info,23,55,18,4,2019,"('banglore', 'delhi')",4483
Jet Airways,kolkata,banglore,1075,1,in-flight meal not included,17,0,9,5,2019,"('kolkata', 'banglore')",8066
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,8,25,9,5,2019,"('kolkata', 'banglore')",9663
Indigo,kolkata,banglore,155,0,no info,20,20,6,4,2019,"('kolkata', 'banglore')",4174
Air India,delhi,cochin,965,1,no info,17,20,24,6,2019,"('delhi', 'cochin')",7480
Jet Airways,kolkata,banglore,1200,1,in-flight meal not included,14,5,21,5,2019,"('kolkata', 'banglore')",9663
Jet Airways,kolkata,banglore,1685,1,no info,17,0,9,6,2019,"('kolkata', 'banglore')",12692
Air India,kolkata,banglore,1625,2,no info,5,50,12,6,2019,"('kolkata', 'banglore')",12723
Air India,delhi,cochin,1595,2,no info,16,40,3,3,2019,"('delhi', 'cochin')",14221
Indigo,delhi,cochin,290,1,no info,15,10,15,6,2019,"('delhi', 'cochin')",6147
Air India,delhi,cochin,1585,3,no info,5,15,27,6,2019,"('delhi', 'cochin')",11543
Air India,delhi,cochin,1255,1,no info,12,30,9,5,2019,"('delhi', 'cochin')",7480
Jet Airways,kolkata,banglore,1015,1,in-flight meal not included,6,30,24,3,2019,"('kolkata', 'banglore')",8824
Multiple Carriers,delhi,cochin,615,1,no info,9,0,1,5,2019,"('delhi', 'cochin')",15373
Multiple Carriers,delhi,cochin,755,1,no info,9,45,3,3,2019,"('delhi', 'cochin')",13838
Indigo,chennai,kolkata,165,0,no info,15,40,18,5,2019,"('chennai', 'kolkata')",3850
Air India,kolkata,banglore,1665,2,no info,10,0,1,5,2019,"('kolkata', 'banglore')",15164
Jet Airways,kolkata,banglore,800,1,no info,18,55,6,6,2019,"('kolkata', 'banglore')",14571
Vistara,delhi,cochin,190,0,no info,14,40,15,4,2019,"('delhi', 'cochin')",6216
Air Asia,delhi,cochin,870,1,no info,7,55,1,6,2019,"('delhi', 'cochin')",8759
Indigo,delhi,cochin,965,1,no info,4,55,24,4,2019,"('delhi', 'cochin')",6162
Jet Airways,kolkata,banglore,1415,1,in-flight meal not included,21,10,15,5,2019,"('kolkata', 'banglore')",10844
Indigo,delhi,cochin,345,1,no info,2,0,6,6,2019,"('delhi', 'cochin')",6386
Vistara,chennai,kolkata,135,0,no info,7,5,18,5,2019,"('chennai', 'kolkata')",3687
Jet Airways,kolkata,banglore,800,1,no info,6,30,15,5,2019,"('kolkata', 'banglore')",14781
Air India,delhi,cochin,795,1,no info,9,45,15,6,2019,"('delhi', 'cochin')",8907
Jet Airways,kolkata,banglore,840,1,no info,9,35,12,6,2019,"('kolkata', 'banglore')",12692
Air India,delhi,cochin,1580,2,no info,7,5,21,5,2019,"('delhi', 'cochin')",10975
Air India,kolkata,banglore,1830,2,no info,12,0,1,5,2019,"('kolkata', 'banglore')",10151
Spicejet,banglore,delhi,160,0,no info,5,55,9,4,2019,"('banglore', 'delhi')",3971
Air India,delhi,cochin,735,1,no info,7,0,6,3,2019,"('delhi', 'cochin')",15809
Jet Airways,delhi,cochin,1140,2,no info,9,25,15,6,2019,"('delhi', 'cochin')",13882
Indigo,banglore,new delhi,175,0,no info,7,10,1,3,2019,"('banglore', 'new delhi')",11934
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,1,4,2019,"('mumbai', 'hyderabad')",5678
Air India,kolkata,banglore,1650,3,no info,7,0,6,5,2019,"('kolkata', 'banglore')",13007
Multiple Carriers,delhi,cochin,510,1,no info,17,0,12,6,2019,"('delhi', 'cochin')",7198
Jet Airways,delhi,cochin,535,2,no info,19,30,6,6,2019,"('delhi', 'cochin')",13014
Air India,mumbai,hyderabad,75,0,no info,19,30,12,3,2019,"('mumbai', 'hyderabad')",4307
Vistara,kolkata,banglore,790,1,no info,7,10,21,5,2019,"('kolkata', 'banglore')",9345
Jet Airways,banglore,new delhi,550,1,no info,5,50,12,3,2019,"('banglore', 'new delhi')",11297
Multiple Carriers,delhi,cochin,720,1,no info,7,0,3,6,2019,"('delhi', 'cochin')",12402
Indigo,banglore,delhi,175,0,no info,18,25,9,4,2019,"('banglore', 'delhi')",4823
Indigo,delhi,cochin,845,1,no info,11,25,9,4,2019,"('delhi', 'cochin')",6270
Air India,banglore,new delhi,1475,1,no info,8,15,3,3,2019,"('banglore', 'new delhi')",6781
Jet Airways,kolkata,banglore,1545,1,in-flight meal not included,16,30,1,4,2019,"('kolkata', 'banglore')",7064
Jet Airways,delhi,cochin,1355,1,in-flight meal not included,14,0,9,5,2019,"('delhi', 'cochin')",12373
Vistara,kolkata,banglore,1440,1,no info,20,20,24,5,2019,"('kolkata', 'banglore')",9345
Jet Airways,delhi,cochin,425,2,in-flight meal not included,5,30,3,6,2019,"('delhi', 'cochin')",13344
Indigo,mumbai,hyderabad,90,0,no info,9,10,12,5,2019,"('mumbai', 'hyderabad')",4049
Indigo,kolkata,banglore,155,0,no info,11,30,21,4,2019,"('kolkata', 'banglore')",5644
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,6,6,2019,"('banglore', 'delhi')",7229
Vistara,banglore,delhi,155,0,no info,17,0,24,4,2019,"('banglore', 'delhi')",5613
Jet Airways,delhi,cochin,1210,1,no info,22,50,27,5,2019,"('delhi', 'cochin')",16079
Goair,delhi,cochin,540,1,no info,10,35,27,4,2019,"('delhi', 'cochin')",6922
Jet Airways,kolkata,banglore,1660,1,in-flight meal not included,18,55,15,5,2019,"('kolkata', 'banglore')",10844
Vistara,kolkata,banglore,1065,1,no info,17,0,1,4,2019,"('kolkata', 'banglore')",9187
Air India,banglore,new delhi,830,1,no info,6,45,12,3,2019,"('banglore', 'new delhi')",12127
Air India,kolkata,banglore,875,2,no info,5,50,9,6,2019,"('kolkata', 'banglore')",11201
Air India,kolkata,banglore,1195,2,no info,12,0,1,5,2019,"('kolkata', 'banglore')",10151
Jet Airways,delhi,cochin,1615,2,no info,9,40,15,6,2019,"('delhi', 'cochin')",13014
Jet Airways,delhi,cochin,450,1,no info,11,30,9,6,2019,"('delhi', 'cochin')",14714
Air India,kolkata,banglore,1215,2,no info,17,30,1,5,2019,"('kolkata', 'banglore')",15164
Indigo,delhi,cochin,325,1,no info,2,0,15,6,2019,"('delhi', 'cochin')",5636
Indigo,kolkata,banglore,155,0,no info,4,40,12,4,2019,"('kolkata', 'banglore')",4174
Spicejet,delhi,cochin,315,1,no info,6,5,27,5,2019,"('delhi', 'cochin')",6749
Indigo,kolkata,banglore,155,0,no info,22,15,24,5,2019,"('kolkata', 'banglore')",4804
Jet Airways,delhi,cochin,395,1,no info,21,50,18,5,2019,"('delhi', 'cochin')",15554
Indigo,kolkata,banglore,150,0,no info,15,15,6,6,2019,"('kolkata', 'banglore')",4804
Air India,delhi,cochin,1275,2,no info,22,0,1,6,2019,"('delhi', 'cochin')",10441
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,6,5,2019,"('mumbai', 'hyderabad')",2228
Spicejet,chennai,kolkata,135,0,no info,8,20,9,6,2019,"('chennai', 'kolkata')",3597
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,20,0,9,6,2019,"('kolkata', 'banglore')",9663
Jet Airways,banglore,delhi,165,0,in-flight meal not included,6,0,21,5,2019,"('banglore', 'delhi')",4030
Indigo,mumbai,hyderabad,90,0,no info,16,55,27,5,2019,"('mumbai', 'hyderabad')",3175
Spicejet,chennai,kolkata,155,0,no check-in baggage included,9,30,21,3,2019,"('chennai', 'kolkata')",3332
Multiple Carriers,delhi,cochin,920,1,no info,7,10,18,5,2019,"('delhi', 'cochin')",7740
Air India,kolkata,banglore,895,2,no info,8,20,21,5,2019,"('kolkata', 'banglore')",13164
Goair,banglore,delhi,170,0,no info,11,40,6,6,2019,"('banglore', 'delhi')",3898
Jet Airways,kolkata,banglore,1685,1,no info,17,0,9,5,2019,"('kolkata', 'banglore')",13067
Air India,delhi,cochin,1410,2,no info,19,45,18,5,2019,"('delhi', 'cochin')",10651
Multiple Carriers,delhi,cochin,625,2,no info,15,5,6,6,2019,"('delhi', 'cochin')",15965
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,6,6,2019,"('delhi', 'cochin')",10262
Jet Airways,banglore,delhi,180,0,no info,17,45,24,6,2019,"('banglore', 'delhi')",8016
Air India,delhi,cochin,1100,2,no info,13,20,15,6,2019,"('delhi', 'cochin')",12121
Air India,delhi,cochin,1105,2,no info,13,15,27,6,2019,"('delhi', 'cochin')",13547
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,6,4,2019,"('kolkata', 'banglore')",3841
Vistara,kolkata,banglore,630,1,no info,9,55,24,3,2019,"('kolkata', 'banglore')",12312
Air India,mumbai,hyderabad,80,0,no info,21,5,21,6,2019,"('mumbai', 'hyderabad')",3100
Jet Airways,kolkata,banglore,1540,1,in-flight meal not included,8,25,12,6,2019,"('kolkata', 'banglore')",8529
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,9,6,2019,"('delhi', 'cochin')",10262
Spicejet,kolkata,banglore,520,1,no info,8,35,12,6,2019,"('kolkata', 'banglore')",7189
Jet Airways,banglore,delhi,185,0,no info,18,55,21,5,2019,"('banglore', 'delhi')",7229
Spicejet,kolkata,banglore,160,0,no check-in baggage included,6,55,21,3,2019,"('kolkata', 'banglore')",3815
Multiple Carriers,delhi,cochin,705,1,no info,7,30,27,6,2019,"('delhi', 'cochin')",8266
Indigo,delhi,cochin,705,1,no info,9,15,15,5,2019,"('delhi', 'cochin')",7503
Air Asia,kolkata,banglore,150,0,no info,19,55,18,6,2019,"('kolkata', 'banglore')",3807
Jet Airways,banglore,new delhi,800,1,no info,18,55,12,3,2019,"('banglore', 'new delhi')",13817
Jet Airways,delhi,cochin,1005,1,no info,2,15,21,5,2019,"('delhi', 'cochin')",16079
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,11,30,27,3,2019,"('delhi', 'cochin')",6017
Indigo,delhi,cochin,570,1,no info,16,0,27,5,2019,"('delhi', 'cochin')",7048
Air India,delhi,cochin,1420,2,no info,9,45,3,3,2019,"('delhi', 'cochin')",12760
Vistara,kolkata,banglore,1350,1,no info,20,20,21,5,2019,"('kolkata', 'banglore')",9345
Jet Airways,delhi,cochin,1025,2,in-flight meal not included,19,30,27,5,2019,"('delhi', 'cochin')",13029
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,6,30,9,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1325,1,no info,20,55,6,6,2019,"('delhi', 'cochin')",14714
Spicejet,kolkata,banglore,150,0,no check-in baggage included,14,55,27,4,2019,"('kolkata', 'banglore')",3841
Goair,delhi,cochin,370,1,no info,7,25,12,6,2019,"('delhi', 'cochin')",5842
Indigo,delhi,cochin,455,1,no info,8,35,12,6,2019,"('delhi', 'cochin')",6442
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,19,45,3,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,2,15,18,5,2019,"('delhi', 'cochin')",12373
Air Asia,banglore,delhi,170,0,no info,4,55,15,5,2019,"('banglore', 'delhi')",4282
Air India,mumbai,hyderabad,1995,2,no info,6,0,6,3,2019,"('mumbai', 'hyderabad')",14219
